,,A,Created,Company Name,Reason
115,114,,27/03/2024 21:50:06,accenture,"Trabalhando e aguentando chefe arrogante, onde estava em tratamento por ima doença, sugou minha vida nao podia nem ir pro medico que recebia ligacao pq estou offline. E detalhe eu informava isto na planilha o motivo de estar offline"
116,115,,27/03/2024 22:14:21,accenture,"Empresa tóxica. Já gritaram cmg de graça na frente do cliente só pra mostram quem manda. Líderes totalmente despreparados e encostados, estagiários chegaram a trabalhar até 23h da noite... totalmente desumano! mentem no processo seletivo falando sobre plano de carreira mas quando está lá só te enrolam"
117,116,,27/03/2024 22:49:40,accenture,"Falta de reconhecimento, alta carga de trabalho, trabalho infinito. Tive burnout de tanto fazer hora extra, vou no psicologo/psiquiatra toda semana pra dar de conta. A empresa tem um bom ambiente para formar profissionais mas paga muito mal em relação ao mercado e em menos de 3 anos de trabalho deixa de valer a pena o salário em relação a saúde mental."
118,117,,27/03/2024 22:53:04,accenture,Pessima empresa
119,118,,27/03/2024 22:56:20,accenture,Crescimento depende de apadrinhamento. Varios MDs desatualizados ganhando bem enquanto quem faz acontecer so ganha tapinha nas costas.
120,119,,18/03/2024 09:16:09,accenture,"Salários baixos, projetos ruins, times mal geridos e promoção demorada. História de ter um mentor de carreira é balela, nunca fui orientada por ninguém no curto período que trabalhei lá"
121,120,,18/03/2024 11:14:37,accenture,"Excesso de horas trabalhadas, falta de empatia com os colaboradores e baixos salarios"
122,121,,18/03/2024 11:50:22,accenture,Assédio moral; longos períodos de trabalho sem horas extras; Mudaram toda a fábrica de software de Alphaville de SP pra Recife pq pagam quase 50% a menos lá pelo mesmo trabalho; assédio começa nas entrevistas; quase não tem negros e mulheres em cargos de liderança;
123,122,,25/03/2024 17:29:46,accenture,"Paga absurdamente mal, mentiram na contratação, dizendo que após 1 ano haveria promoção de ""level 12"" para ""level 11"". Na hora da promoção foi dada a desculpa que não poderiam promover pois a empresa não havia dado lucro, devido a guerra da Rússia? No final das contas, após pôr tudo na ponta da caneta, descobri que acabaria ganhando mais do que na accenture (1800 R$) se vendesse minha arte na praia 🏖️."
124,123,,27/03/2024 14:55:33,accenture,Com a compra da Morphus será impossível ser promovido se voce não estiver na mesma panelinha. Talvez a pior compra da Accenture. SAIAM ENQUANTO HÁ TEMPO.
125,124,,27/03/2024 16:42:02,accenture,"Salário ridículo, metas impossíveis, pressão desumana, um LIXO de RH, líderes patéticos e sem capacitação, vc só é promovido por indicação, cultura de horkaholic kkkk, desvío de função é obrigatório, a alta cúpula ganha carro de PL e os meros mortais ganhar menos de um salário mínimo de PL, dress code velado, entre muuuitas outras palhaçadas"
126,125,,27/03/2024 18:20:59,accenture,"Empresa toxica, te fazem trabalhar muito, te pagam bônus, PLR, aimento de salários mentirosos pois ele já é bem baixo da média do mercado, benefícios bons, se aprende muito."
127,126,,27/03/2024 19:27:06,accenture,"A gestão não presta, muito sênior que n é sênior q subiu de cargo de forma sexual salário tbm abaixo do mercado muita exploração de trabalho e negligência com clientes sou ex funcionária e acho péssimo o Blue team q atuei. N recomendo nada"
128,127,,27/03/2024 20:05:13,accenture,"Trabalhei na Accenture ou tentei trabalhar, porque os gerentes diziam claramente que não me queriam quando fui contratado e alocado. Chegou ao ponto do RH informar que estava sendo discriminado pelos gerentes terceirizados no Itaú, Santander e Safra. Eles criaram uma panela e só permitiam trabalhar quem eles quisessem. Nesse caso, Accenture não garante um ambiente seguro nem para o contratado poder trabalhar. Enviei os áudios para compliance que ignorou a situação."
129,128,,27/03/2024 21:07:10,accenture,Salario fora do mercado
130,129,,27/03/2024 21:44:14,accenture,"Baixíssimo salário, quando te promovem da uma diferença salarial ridicula, mas em compensação a carga de trabalho cresce MUITO. Colocam estagiário pra fazer trabalho de analista pleno, o Júnior resolvendo problema que deveria serum senior. Se você trabalha bem você é punido com mais trabalho, já cheguei a estar em 4 projetos ao mesmo tempo, as vezes tendo que resolver problema dos outros até de madrugada em final de semana em reunião com time."
131,130,,27/03/2024 13:59:51,accenture (aquisição harpia cloud),"Accenture não promove ninguém, só explora. Só é promovido quem é puxa saco. RH da Accenture é despreparado. Sistemas internos ruins. Muita burocracia."
132,131,,18/03/2024 09:30:08,accenture (projeto oi),"Após 4 semanas tentando conversar com gestor, ele não tinha nem o que elogiar, nem o que falar mal no feedback,pq nao acompanhava a Squad, apesar de saber pelo cliente que as entregas estavam boas. 3 dias depois forçaram uma semana de férias e me demitiram"
133,132,,27/03/2024 08:55:45,accenture (santander),"Salários baixos, empresa proibiu os funcionários de fazer hora extra porque as demandas eram absurdas, teve surto de sarampo dentro do Santander e demoraram muito tempo para fazer algo a respeito."
134,133,,27/03/2024 10:36:39,accenture do brasil,Gestores despreparados / baixo salario / não sabem ter organização sobre as funções dos analistas / sem visão de crescimento para os funcionarios / Sem respeito pelo funcionario /
135,134,,27/03/2024 22:02:08,accenture do brasil,"Empresa na wusl a liderança pratica assedio moral com os empregados. Sao controlados por um sistema que mede o tempo do computador, tela bloqueada, tempo de banheiro, horario de almoço. O proprio funcionario é responsavel pela folha de ponto tendo que lançar ate as horas do projeto e se errar é crucificado. Liderança extremamente machista. Só promovem se derem mole pro chefe. Ambiente extremamente tóxico. Lideranças ameaçam mandar embora ss nao fizer hora extra principalmente pra bater meta."
136,135,,27/03/2024 00:44:57,acciona,Há um rumor que a Diretora do Jurídico teve um caso com o CEO.
137,136,,26/03/2024 22:25:45,accor,"Empresa totalmente abusiva. Hotéis do Rio de Janeiro lotadas de pessoas amadoras em questão de gestão, chega a ser ridículo."
138,137,,27/03/2024 19:53:24,acelera kart indoor ltda,"Assedio sexual, abuso de autoridade, troca constante de horarios, sem adicional de periculosidade, descontos no olerite sem motivo plausivel, jornada de trabalho com horas extras por dias seguidos. Acumulo de função (diz ser remunerado)"
139,138,,27/03/2024 18:53:43,acelerador empresarial,"Empresa faz colaboradores PJ entrarem com horário, mas não tem hora para sair. Tem que estar na empresa quatro vezes na semana. Gestor, que agora é sócio, faz terror psicológico nas pessoas. Inclusive, ele trata as pessoas com distinção de gênero. Uma mulher não recebe o mesmo que os demais de sua área apenas porque está gravida. Além disso, ele libera salário maior para homens."
140,139,,27/03/2024 19:05:01,acelerador empresarial,Funcionários precisam trabalhar até tarde e ainda fazer plantão aos finais de semana quando dá na teia do gestor.   Exigem o trabalho de quatro pessoas de apenas um colaborador.  Força o presencial de PJ.  Assédio moral.
141,140,,27/03/2024 14:20:16,acfreitas advogados,"Chefes tóxicos, racistas, totalmente controladores, zero benefícios para os funcionários e cobrança excessiva. Sem tempo de ir ao banheiro ou tomar água."
142,141,,27/03/2024 21:01:27,acic chapecó,"Ambiente machista, mulheres ganham menos que homens, mesmo exercendo a função a anos, se for homem e chegar hoje, ganha o mesmo que uma mulher que esta la a anos, amigo do chefe ganha bem, mesmo sendo incompetente"
143,142,,25/03/2024 16:32:42,acom sistemas,Quiseram forçar a volta ao trabalho presencial com 3 meses de pandemia. Além de piadas sem noção do dono e salário baixíssimo.
144,143,,27/03/2024 20:56:04,acreditar banco,Cultura tóxica ambiente hostil e liderança despreparada
145,144,,27/03/2024 21:34:05,acreditar banco,"Cultura tóxica, diretoria manipuladora falam que é uma empresa que se preocupa com as pessoas sendo que na verdade o que mais fazem é promover o Burnout nas pessoas. Falam que não há espaço para ansiedade ou para vida fora no trabalho. Saiba que se vc entrar em tal empresa estará vendendo sua alma para o Diabo."
146,145,,25/03/2024 19:02:19,act digital,"Te lançam sozinho num projeto com 0 suporte de alguém de produto pra programar, coletar requisito e arquitetar o software"
147,146,,27/03/2024 14:06:12,act digital,"Deixam o cliente te fazer de trouxa e simplesmente te demitem igual lixo caso de algum problema com o cliente, os benefícios são um lixo, vc tem que pagar o convênio, a impressão é que te pagam o mínimo do mínimo possível"
148,147,,27/03/2024 20:47:27,act digital,"Recrutadoras abordam,  somem do nada e não respondem mensagens após a própria abordagem iniciada por elas."
149,148,,27/03/2024 08:11:22,act digital,"Péssima gestão, atuei como QA e foi a pior experiência, gestores mal preparados e sem noção, demitiram uma QA colega minha depois de 1 mês sem ao menos explicar o motivo para ela, a tiraram do emprego instável oferecendo uma vaga lá e depois simplesmente mandaram o embora sem nem falar o porquê, assédio moral e sexual por parte de alguns gestores"
150,149,,27/03/2024 16:05:42,act digital,"Total desleixo do gestor por parte da ACT. Eles te alocam em um projeto e não se importam mais com vc, me enviaram um computador que não tinha condições alguma de trabalhar na época em um projeto (Banco BMG) muito pesado processualmente inviabilizando totalmente o trabalho (não tinha nem possibilidade de usar computador pessoal, o que tudo bem se houvesse condições de trabalho)"
151,150,,27/03/2024 22:41:59,act digital / banco bmg,"RH da act Digital não cumpre com o prometido, fui lesado no meu acerto.BMG: acesso facilitado a dados sensíveis de produção, falta gerenciamento das demandas e as posições de gerência são preenchidas por camaradagem. Sempre tem mais demanda do que funcionários e o famoso apaga incêndio é diário e tratado como se fosse normal, enquanto não se preocupam em resolver a raiz do problema."
152,151,,18/03/2024 21:47:17,activesoft,"VENDIDA PARA EMPRESAS MAIORES, PERDEU A ESSÊNCIA..."
153,152,,23/03/2024 06:49:40,activesoft,"Depois que ela foi comprada pela Arco Educação, deixaram de pensar em fornecer um ambiente agradável para os colaboradores e só estão pensando em lucro, lucro e lucro, e quem os colaboradores deem o máximo, mesmo comprometendo a saúde mental, se não será demitido como aconteceu comigo e alguns colegas de trabalho também."
154,153,,25/03/2024 18:19:35,acuda,"assédio moral, abuso de poder, desrespeito com os funcionários"
155,154,,25/03/2024 18:11:38,acuda - associação cultural e de desenvolvimento do apenado e egresso,"Péssima gestão, abuso de poder, começando pelo presidente da instituição, desrespeito aos colaboradores. Fofoca e gente falsa."
156,155,,27/03/2024 20:04:19,adaflow,"Empresa com cultura na teoria bacana, mas na prática a CEO é autoritária e agressiva na comunicação, deixando as pessoas frequentemente constrangidas. Tudo tem que ser do jeito dela e todos têm que fazer o que ela quer. Paga as pessoas como PJ, com salários baixíssimos e sem benefícios, mas exige cumprimento de carga horária e outras obrigações de CLT."
157,156,,27/03/2024 12:43:46,adama,"falta de compliance, panelinhas e despreparo da liderança"
158,157,,18/03/2024 18:55:44,adcos,"Falta de feedback, pessoas velhas e puxa sacos na liderança."
159,158,,27/03/2024 21:01:32,adecco,"Começando pelo CEO que é extremamente machista, homofóbico e totalmente deselegante. Muitas pessoas adoeceram por causa dele e dos líderes que são orientados a ser agressivos e até em alguns casos, assediando moralmente."
160,159,,27/03/2024 22:10:02,adecco,"Paga salario de fome pros funcionários, o vale refeição é uma miséria, pra botar dependente no plano de saúde é quase metade do seu salario, mesmo faturando bilhoes nunca pagaram PLR e Natal e Ano Novo nem lembram que tem funcionários"
161,160,,27/03/2024 22:56:45,adecco,"Cultura organizacional tóxicas, excesso de trabalho, liderança tóxica, não respeitam os colaboradores e não existe humanização, para eles somos robôs."
162,161,,25/03/2024 16:46:31,adetech,"Lugar horrível, nunca mais piso lá"
163,162,,27/03/2024 22:34:33,adiante recebiveis,"Líderes totalmente despreparados  (líderes com menos de 2 anos de carreira k) e gestão da empresa tech muito ruim… O que compensa é só o salário, mas de resto não é um bom lugar pra quem busca crescer profissionalmente. Inclusive esse feedback foi passado para um dos tratores e nada mudou"
164,163,,27/03/2024 22:37:18,adiante recebíveis,"Equipe de líderes totalmente despreparada… Essa empresa tem salário ótimo, porém é uma empresa que você entra e fica estagnado, pois não tem desafios ou plano de carreira, é você por sim só (os líderes não te ajudam, quando você manda mensagem custam a responder e as vezes nem respondem)"
165,164,,27/03/2024 22:01:18,adidas,"Todo mundo acha que a empresa eh responsável, sofri assédio moral com a conivência do RH. E o assediador foi promovido duas vezes"
166,165,,27/03/2024 21:49:11,adidas do brasil,Você engravidou e é da operação? Se prepare pois no retorno da licença maternidade a demissão vem.
167,166,,27/03/2024 19:31:36,adient,"Varios funcionarios com burnout, obrigam a trabalhar nas ferias e depois falam que trabalhou por que quis, liderança que brinca com a equipe como ee fosse da quinta série, colocando funcionario contra funcionario, sendo leva e trás, se nao existe a fofoca, inventa uma só pra causar intriga e confusão na equipe. Trata as funcionarias como se fossem lixo enquanto gosta de ter o saco puxado pelos lambedores de plantão. Faz semana da saúde mental mas sempre acaba de ferrar o mental da equipe."
168,167,,27/03/2024 09:54:28,adm do brasil,"Acúmulo de funções, tratam aprendizes e estagiários como se fossem analistas, o salário é uma bosta é só fazem mais pressão a cada dia. Fora que os gerentes fazem home office e os funcionários comuns estão proibidos."
